0,1,2,3,4,5,6,7,8
Start Date,1989-12-31 00:00:00,,,,,,,
End Date,,,,,,,,
,Industrial production,CFNAI Index,Manufacturing ISM,Manufacturing ISM - Price Paid,Service ISM,Service ISM - Price Paid,US Retail Sales,Richmond Fed Index
,IP Index,CFNAI Index,NAPMPMI Index,NAPMPMI Index,NAPMNMI Index,NAPMNPRC Index,MTSLRRT$ Index,RCHSINDX Index
,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
2015-06-30 00:00:00,100.571,-0.14,52.5,52.5,60.1,52.5,403861,8
2015-07-31 00:00:00,101.2228,0.35,52,52,58.6,51.1,405295,3
2015-08-31 00:00:00,101.0367,-0.28,50.2,50.2,56.1,48.4,407308,-1
2015-09-30 00:00:00,100.7547,-0.12,50.1,50.1,56.9,48.3,406884,4
2015-10-31 00:00:00,100.2675,-0.26,49.1,49.1,56.1,48.8,409357,1
2015-11-30 00:00:00,99.5298,-0.36,49.1,49.1,55.3,50.6,413213,5
2015-12-31 00:00:00,99.0417,-0.3,48.7,48.7,53.8,47,412989,3
2016-01-31 00:00:00,99.5607,0.09,47.6,47.6,52.8,45.9,420393,-9
2016-02-29 00:00:00,99.0445,-0.23,49.2,49.2,55.4,50.6,417093,16
2016-03-31 00:00:00,98.3096,-0.33,51,51,55.2,53.9,416295,8
2016-04-30 00:00:00,98.6421,-0.1,51.3,51.3,54.1,55,417899,2
2016-05-31 00:00:00,98.4184,-0.35,51.4,51.4,55.8,55.9,421761,-7
2016-06-30 00:00:00,98.8833,0.13,52.2,52.2,56.2,52.6,423943,6
2016-07-31 00:00:00,98.9992,0.05,52.7,52.7,52.6,52,424326,-5
2016-08-31 00:00:00,98.85,-0.21,49.8,49.8,55.4,52.8,425313,-7
2016-09-30 00:00:00,98.7457,-0.09,51.1,51.1,54.3,54.8,424916,3
2016-10-31 00:00:00,98.7611,-0.07,51.8,51.8,56.4,54.6,424941,3
2016-11-30 00:00:00,98.3491,-0.22,53.2,53.2,55.8,56.3,430679,7
2016-12-31 00:00:00,99.0214,0.38,54.4,54.4,57,57.2,430648,13
2017-01-31 00:00:00,98.7611,-0.11,55.7,55.7,56.6,57.9,430799,16
2017-02-28 00:00:00,98.3646,-0.09,57.7,57.7,56.2,54.4,430662,18
2017-03-31 00:00:00,99.0137,0.02,56.5,56.5,57.2,58.3,432710,19
2017-04-30 00:00:00,100.0224,0.34,55.8,55.8,57.4,49.6,433098,5
2017-05-31 00:00:00,100.1408,0.02,56.4,56.4,56.8,53.6,436332,12
2017-06-30 00:00:00,100.3471,0.16,56.2,56.2,55.4,56.3,437463,12
2017-07-31 00:00:00,100.1068,-0.16,56.5,56.5,55.8,58,435885,13
2017-08-31 00:00:00,99.6925,0.01,58.4,58.4,58.1,64.7,441340,18
2017-09-30 00:00:00,99.7954,0.18,60,60,60.4,61.1,443034,15
2017-10-31 00:00:00,101.0247,0.54,58.6,58.6,57.1,59.2,446441,27
2017-11-30 00:00:00,101.2664,0.23,57.6,57.6,56.3,61.2,449303,21
2017-12-31 00:00:00,101.4644,0.2,59.7,59.7,60,61.7,444527,18
2018-01-31 00:00:00,101.4625,-0.23,59.4,59.4,58.5,62.4,446518,22
2018-02-28 00:00:00,101.7085,0.47,60.9,60.9,58.2,61.5,446516,12
2018-03-31 00:00:00,102.2067,0.1,58.8,58.8,57.6,62.3,446947,3
2018-04-30 00:00:00,103.3329,0.39,58.6,58.6,58,63.9,451355,19
2018-05-31 00:00:00,102.4024,-0.14,59,59,58.5,61.1,449387,21
2018-06-30 00:00:00,103.198,0.21,59.9,59.9,57.5,63.4,452610,21
2018-07-31 00:00:00,103.3646,0.05,58.1,58.1,59.5,62.3,452415,23
2018-08-31 00:00:00,104.0327,0.3,60.5,60.5,60.4,62.8,450986,28
2018-09-30 00:00:00,104.1004,0.02,59.3,59.3,60.8,61.1,455290,16
2018-10-31 00:00:00,103.9856,-0.21,58.1,58.1,60.1,62.9,459298,10
2018-11-30 00:00:00,104.0681,0.01,58.6,58.6,58.1,59.1,451080,-2
2018-12-31 00:00:00,104.0936,-0.13,54.9,54.9,56.5,59.1,455893,0
2019-01-31 00:00:00,103.4021,-0.36,55.7,55.7,59.1,55.8,454693,14
2019-02-28 00:00:00,102.8371,-0.41,54.4,54.4,56.5,58.2,460657,8
2019-03-31 00:00:00,102.8757,-0.1,54.9,54.9,55.3,56.1,459188,8
2019-04-30 00:00:00,102.274,-0.51,53.6,53.6,56.1,55.8,462417,8
2019-05-31 00:00:00,102.392,0.02,52.6,52.6,55.2,58.2,464145,4
2019-06-30 00:00:00,102.4375,0.04,51.5,51.5,54.4,56.5,468159,-9
2019-07-31 00:00:00,101.9408,-0.36,51,51,56,58,471850,-3
2019-08-31 00:00:00,102.639,0.17,48.5,48.5,53.2,59.5,468160,-8
2019-09-30 00:00:00,102.2917,-0.43,48.1,48.1,54.8,56.4,468774,4
2019-10-31 00:00:00,101.4281,-0.78,48.1,48.1,53.6,57,471641,1
2019-11-30 00:00:00,101.9372,0.2,48.1,48.1,55.7,59.8,471240,-4
2019-12-31 00:00:00,101.7003,-0.35,47.9,47.9,56,56.5,467689,15
2020-01-31 00:00:00,101.0338,-0.25,51.4,51.4,57.5,52.5,469351,-3
2020-02-29 00:00:00,101.3735,0.07,50.1,50.1,52.9,50.4,441064,2
2020-03-31 00:00:00,97.4078,-4.37,49,49,41.7,55.1,390935,-54
2020-04-30 00:00:00,84.5619,-18.26,41.8,41.8,45.4,55.1,466701,-27
2020-05-31 00:00:00,85.9604,4.75,43.5,43.5,57.3,61.1,495726,6
2020-06-30 00:00:00,91.5934,6.3,52.6,52.6,56.7,57.5,500189,7
2020-07-31 00:00:00,95.0256,2.64,53.8,53.8,57.1,64.2,498972,18
2020-08-31 00:00:00,95.9549,1.26,55.4,55.4,57.1,59.9,506819,22
2020-09-30 00:00:00,95.9669,0.49,55.5,55.5,56.1,62.8,505205,22
2020-10-31 00:00:00,96.7394,1.01,58.7,58.7,56.1,64.3,502387,16
2020-11-30 00:00:00,97.0816,0.28,57.3,57.3,57.5,65.7,506482,14
2020-12-31 00:00:00,98.363,0.68,60.2,60.2,58.4,64.2,518800,15
2021-01-31 00:00:00,98.8822,0.86,59.2,59.2,56.5,71.2,503833,18
2021-02-28 00:00:00,95.6149,-1.85,60.4,60.4,62,73.4,553495,17
2021-03-31 00:00:00,98.3856,2.4,63.8,63.8,63.3,75,551353,16
2021-04-30 00:00:00,98.5587,0.12,60.8,60.8,64.3,78.7,539224,22
2021-05-31 00:00:00,99.4333,0.22,61.6,61.6,61.4,78.6,537051,27
2021-06-30 00:00:00,99.7987,0.33,61.3,61.3,63.8,83.4,523854,23
2021-07-31 00:00:00,100.2519,0.75,60.2,60.2,61.5,76.9,525242,14
2021-08-31 00:00:00,100.0437,-0.04,59.8,59.8,61.6,80.7,526787,-2
2021-09-30 00:00:00,98.8579,-0.14,60.8,60.8,67.2,82.9,527661,12
2021-10-31 00:00:00,100.1861,0.93,60.7,60.7,67.5,82.4,527003,14
2021-11-30 00:00:00,100.8654,0.64,60.8,60.8,61.4,83.7,517379,12
2021-12-31 00:00:00,100.5726,0.17,58.3,58.3,59.8,81.1,522902,8
2022-01-31 00:00:00,100.1856,-0.03,57.4,57.4,57.1,82,520973,5
2022-02-28 00:00:00,100.8064,0.39,58.1,58.1,58,83.7,523405,9
2022-03-31 00:00:00,101.3907,0.42,57.2,57.2,58.3,83.1,529670,6
2022-04-30 00:00:00,101.44,0.01,55.3,55.3,56.9,81.8,522649,-9
2022-05-31 00:00:00,101.3335,-0.42,55.9,55.9,55.9,80.3,520620,-9
2022-06-30 00:00:00,101.018,-0.25,53.5,53.5,56.5,74.5,517990,-1
2022-07-31 00:00:00,101.223,0.21,52.9,52.9,55.9,72.6,522117,-3
2022-08-31 00:00:00,101.0963,0.05,53,53,55.3,69.9,520327,-3
2022-09-30 00:00:00,101.2918,0,51.1,51.1,54.8,70.7,522584,-11
2022-10-31 00:00:00,101.2529,0.04,50.3,50.3,55.5,69.4,514883,-7
2022-11-30 00:00:00,100.9552,-0.61,49,49,49,67.4,512389,-3
2022-12-31 00:00:00,99.7664,-0.46,48,48,54.5,66.7,529660,-7
2023-01-31 00:00:00,100.505,0.57,47.1,47.1,54.6,64.8,523995,-15
2023-02-28 00:00:00,100.6416,-0.43,47.3,47.3,50.7,60.6,518456,-8
2023-03-31 00:00:00,101.0205,-0.41,46.3,46.3,52.8,59.6,521127,-13
2023-04-30 00:00:00,101.253,0.04,46.7,46.7,51.2,56.7,523803,-10
2023-05-31 00:00:00,100.9286,-0.19,46.4,46.4,54,55.1,526111,-8
2023-06-30 00:00:00,100.1196,-0.41,46.3,46.3,53,57.5,528427,-7
2023-07-31 00:00:00,100.9067,0.13,47,47,54.1,58.5,530512,-4
2023-08-31 00:00:00,100.8393,-0.17,48,48,53.5,58.2,533013,2
2023-09-30 00:00:00,101.0211,-0.03,48.7,48.7,51.6,58.2,531363,3
2023-10-31 00:00:00,100.4689,-0.52,47.4,47.4,52.5,58.1,532219,-6
2023-11-30 00:00:00,100.8639,0.15,46.8,46.8,50.2,57.2,534708,-11
2023-12-31 00:00:00,100.6031,-0.12,46.9,46.9,53.1,64.1,530686,-12
2024-01-31 00:00:00,99.2223,-0.98,48.6,48.6,52.1,58.3,532364,-9
2024-02-29 00:00:00,100.285,0.25,47.4,47.4,51.1,53.9,534797,-13
2024-03-31 00:00:00,100.4575,-0.14,49.8,49.8,49.8,58.7,534025,-5
2024-04-30 00:00:00,100.2434,-0.36,48.9,48.9,53.7,57.5,539363,-1
2024-05-31 00:00:00,100.863,0.16,48.6,48.6,49.4,56.6,539205,-12
2024-06-30 00:00:00,100.894,-0.23,48.3,48.3,51.7,56.6,546766,-14
2024-07-31 00:00:00,99.9757,-0.38,47.4,47.4,51.8,57.1,545589,-20
2024-08-31 00:00:00,100.4309,-0.08,47.7,47.7,54.6,58.8,550500,-18
2024-09-30 00:00:00,99.8084,-0.28,47.3,47.3,55.5,58.2,553900,-13
2024-10-31 00:00:00,99.4695,-0.56,47,47,52.4,58.9,557567,-12
2024-11-30 00:00:00,99.2925,-0.04,48.4,48.4,53.5,65.1,561628,-10
2024-12-31 00:00:00,100.3273,0.31,49.2,49.2,52.6,61.7,552410,-7
2025-01-31 00:00:00,100.0647,-0.49,50.5,50.5,53.2,63.3,552393,3
2025-02-28 00:00:00,101.0993,0.38,50,50,50.8,61.4,563678,-6
2025-03-31 00:00:00,101.0404,0.16,48.9,48.9,51.6,65,561481,-12
2025-04-30 00:00:00,101.1279,-0.36,48.8,48.8,50.2,67.8,556545,-13
2025-05-31 00:00:00,100.9655,-0.29,48.6,48.6,50.8,67.1,560152,-8
2025-06-30 00:00:00,101.4785,-0.1,49,49,50.5,68.8,564683,-20
2025-07-31 00:00:00,101.894,0,48.4,48.4,51.9,68.3,566165,-7
2025-08-31 00:00:00,101.6247,-0.34,48.9,48.9,50.3,68.5,563874,-17
2025-09-30 00:00:00,101.7059,-0.29,48.9,48.9,52,69.5,563817,-4
2025-10-31 00:00:00,101.257,-0.52,48.8,48.8,52.4,65.9,565689,-15
2025-11-30 00:00:00,101.3775,-0.15,48,48,53.8,65.1,565689,-7
2025-12-31 00:00:00,101.6296,-0.21,47.9,47.9,53.8,66.6,565689,-6
2026-01-31 00:00:00,102.3412,0.18,52.6,52.6,56.1,63,565689,-10
2026-02-28 00:00:00,102.3412,0.18,52.4,52.4,,,,
