Date,Industrial production,CFNAI Index,Manufacturing ISM,Manufacturing ISM - Price Paid,Service ISM,Service ISM - Price Paid,US Retail Sales,Industrial production_growth,US Retail Sales_growth,CFNAI Index_chg,Manufacturing ISM_chg,Manufacturing ISM - Price Paid_chg,Service ISM_chg,Service ISM - Price Paid_chg
2000-06-30,92.9862,0.13,51.4,51.4,55.3,62.1,284194.0,0.03904567263825654,-0.42240898776622005,0.48,-1.8000000000000043,-1.8000000000000043,-1.6000000000000014,-2.8999999999999986
2000-07-31,92.8048,-0.29,52.5,52.5,57.6,59.2,286292.0,-0.19527324535884188,0.7355165449127,-0.42,1.1000000000000014,1.1000000000000014,2.3000000000000043,-2.8999999999999986
2000-08-31,92.5521,-0.36,49.9,49.9,56.7,62.1,289032.0,-0.27266333927551173,0.9525139630053282,-0.07,-2.6000000000000014,-2.6000000000000014,-0.8999999999999986,2.8999999999999986
2000-09-30,92.9792,0.36,49.7,49.7,56.7,63.7,288634.0,0.46040830248799314,-0.13779591077748068,0.72,-0.19999999999999574,-0.19999999999999574,0.0,1.6000000000000014
2000-10-31,92.6179,-0.52,48.7,48.7,56.2,60.9,287286.0,-0.38933847177072334,-0.4681214271584938,-0.88,-1.0,-1.0,-0.5,-2.8000000000000043
2000-11-30,92.6438,-0.36,48.5,48.5,54.0,63.5,287351.0,0.02796044748454494,0.022622977732813597,0.16000000000000003,-0.20000000000000284,-0.20000000000000284,-2.200000000000003,2.6000000000000014
2000-12-31,92.3415,-0.27,43.9,43.9,51.6,61.8,288793.0,-0.32683707203065376,0.5005703473517074,0.08999999999999997,-4.600000000000001,-4.600000000000001,-2.3999999999999986,-1.7000000000000028
2001-01-31,91.902,-0.66,42.3,42.3,51.3,58.1,288740.0,-0.4770869350923317,-0.018353929610522873,-0.39,-1.6000000000000014,-1.6000000000000014,-0.30000000000000426,-3.6999999999999957
2001-02-28,91.3034,-0.56,42.1,42.1,50.7,55.8,286786.0,-0.6534765134370768,-0.679033617255136,0.09999999999999998,-0.19999999999999574,-0.19999999999999574,-0.5999999999999943,-2.3000000000000043
2001-03-31,91.1162,-0.69,43.1,43.1,48.3,53.8,291588.0,-0.20524117552426385,1.6605553995233815,-0.1299999999999999,1.0,1.0,-2.4000000000000057,-2.0
2001-04-30,90.7891,-0.89,42.7,42.7,49.0,58.5,290438.0,-0.3596380672338287,-0.3951718639856758,-0.20000000000000007,-0.3999999999999986,-0.3999999999999986,0.7000000000000028,4.700000000000003
2001-05-31,90.3555,-0.42,41.3,41.3,50.1,54.5,289012.0,-0.4787344785631192,-0.49219186427473743,0.47000000000000003,-1.4000000000000057,-1.4000000000000057,1.1000000000000014,-4.0
2001-06-30,89.8784,-0.92,43.2,43.2,48.1,49.9,289654.0,-0.5294243917337967,0.221889747594484,-0.5,1.9000000000000057,1.9000000000000057,-2.0,-4.600000000000001
2001-07-31,89.3028,-0.52,43.5,43.5,46.9,48.9,292418.0,-0.6424803271452068,0.9497178270746939,0.4,0.29999999999999716,0.29999999999999716,-1.2000000000000028,-1.0
2001-08-31,89.2003,-0.42,46.3,46.3,49.5,50.2,286209.0,-0.1148439565091319,-2.1461972319639746,0.10000000000000003,2.799999999999997,2.799999999999997,2.6000000000000014,1.3000000000000043
2001-09-30,88.7485,-1.12,46.2,46.2,44.8,43.4,308752.0,-0.5077876004763502,7.581605248520116,-0.7000000000000002,-0.09999999999999432,-0.09999999999999432,-4.700000000000003,-6.800000000000004
2001-10-31,88.5052,-0.18,40.8,40.8,48.2,41.3,302562.0,-0.27452194543419073,-2.025215050657815,0.9400000000000002,-5.400000000000006,-5.400000000000006,3.4000000000000057,-2.1000000000000014
2001-11-30,87.97,-0.81,44.1,44.1,49.7,42.3,299498.0,-0.6065460085319009,-1.0178475410541568,-0.6300000000000001,3.3000000000000043,3.3000000000000043,1.5,1.0
2001-12-31,87.9324,-0.32,45.3,45.3,48.9,48.8,298982.0,-0.04275098074007238,-0.17243688272231908,0.49000000000000005,1.1999999999999957,1.1999999999999957,-0.8000000000000043,6.5
2002-01-31,88.5176,-0.05,47.5,47.5,52.7,47.6,300554.0,0.6633064841170301,0.5244067420572657,0.27,2.200000000000003,2.200000000000003,3.8000000000000043,-1.1999999999999957
2002-02-28,88.5278,-0.1,50.7,50.7,52.8,49.2,298334.0,0.01152246826099873,-0.7413774089109252,-0.05,3.200000000000003,3.200000000000003,0.09999999999999432,1.6000000000000014
2002-03-31,89.1686,-0.03,52.4,52.4,53.5,53.7,301104.0,0.7212332694922952,0.9242055781376738,0.07,1.6999999999999957,1.6999999999999957,0.7000000000000028,4.5
2002-04-30,89.604,0.16,52.4,52.4,54.8,55.2,297310.0,0.48710021656791713,-1.2680354526270663,0.19,0.0,0.0,1.2999999999999972,1.5
2002-05-31,89.964,0.07,53.1,53.1,52.5,53.1,299880.0,0.4009628467360337,0.8607029138634767,-0.09,0.7000000000000028,0.7000000000000028,-2.299999999999997,-2.1000000000000014
2002-06-30,90.7061,0.29,53.6,53.6,50.4,60.5,302888.0,0.8215019236448063,0.9980705578229723,0.21999999999999997,0.5,0.5,-2.1000000000000014,7.399999999999999
2002-07-31,90.6769,-0.27,50.2,50.2,50.9,55.1,305034.0,-0.03219706395004759,0.7060145591234974,-0.56,-3.3999999999999986,-3.3999999999999986,0.5,-5.399999999999999
2002-08-31,90.5762,-0.07,50.3,50.3,52.3,53.4,300049.0,-0.11111535235631594,-1.6477451152228078,0.2,0.09999999999999432,0.09999999999999432,1.3999999999999986,-1.7000000000000028
2002-09-30,90.6531,-0.34,50.5,50.5,51.4,56.1,301213.0,0.08486486965993494,0.3871861032815942,-0.27,0.20000000000000284,0.20000000000000284,-0.8999999999999986,2.700000000000003
2002-10-31,90.4643,-0.35,49.0,49.0,52.9,57.6,303290.0,-0.20848363369350345,0.6871787809961645,-0.009999999999999953,-1.5,-1.5,1.5,1.5
2002-11-30,90.9711,0.15,48.5,48.5,52.3,56.5,306477.0,0.5586575917318194,1.0453268282656176,0.5,-0.5,-0.5,-0.6000000000000014,-1.1000000000000014
2002-12-31,90.4652,-0.59,51.6,51.6,53.3,58.0,306539.0,-0.5576627290919478,0.020227857090647845,-0.74,3.1000000000000014,3.1000000000000014,1.0,1.5
2003-01-31,91.2361,0.39,51.3,51.3,52.6,60.5,299959.0,0.8485405723899884,-2.169919169864335,0.98,-0.30000000000000426,-0.30000000000000426,-0.6999999999999957,2.5
2003-02-28,91.3445,-0.46,48.8,48.8,49.1,59.4,305375.0,0.11874209279268255,1.7894730928110003,-0.8500000000000001,-2.5,-2.5,-3.5,-1.1000000000000014
2003-03-31,91.1044,-0.18,46.3,46.3,50.1,55.7,307497.0,-0.263197134762851,0.692480152351605,0.28,-2.5,-2.5,1.0,-3.6999999999999957
2003-04-30,90.5617,-0.63,46.1,46.1,52.8,50.0,310684.0,-0.5974715309085648,1.031098735105036,-0.45,-0.19999999999999574,-0.19999999999999574,2.6999999999999957,-5.700000000000003
2003-05-31,90.537,0.01,49.0,49.0,54.3,52.3,314105.0,-0.027277943080935983,1.0951006462725734,0.64,2.8999999999999986,2.8999999999999986,1.5,2.299999999999997
2003-06-30,90.6527,0.14,49.0,49.0,57.3,51.4,316203.0,0.12771147115509307,0.6657087481201448,0.13,0.0,0.0,3.0,-0.8999999999999986
2003-07-31,91.1185,0.09,51.0,51.0,59.1,56.1,319749.0,0.5125135550598797,1.1151900614348274,-0.05000000000000002,2.0,2.0,1.8000000000000043,4.700000000000003
2003-08-31,90.9197,-0.15,53.2,53.2,57.6,59.5,316528.0,-0.21841578199743145,-1.012460772501025,-0.24,2.200000000000003,2.200000000000003,-1.5,3.3999999999999986
2003-09-30,91.5059,0.35,52.4,52.4,58.7,57.2,316253.0,0.6426751702139123,-0.08691791229917063,0.5,-0.8000000000000043,-0.8000000000000043,1.1000000000000014,-2.299999999999997
2003-10-31,91.6186,0.14,55.2,55.2,57.5,58.5,320332.0,0.12308567584179511,1.2815431799870483,-0.20999999999999996,2.8000000000000043,2.8000000000000043,-1.2000000000000028,1.2999999999999972
2003-11-30,92.2329,0.48,58.4,58.4,56.8,61.1,319000.0,0.6682592049196556,-0.4166855177770352,0.33999999999999997,3.1999999999999957,3.1999999999999957,-0.7000000000000028,2.6000000000000014
2003-12-31,92.2602,0.04,60.1,60.1,61.2,62.2,318671.0,0.029594602940967545,-0.1031880167649568,-0.44,1.7000000000000028,1.7000000000000028,4.400000000000006,1.1000000000000014
2004-01-31,92.4006,0.05,60.8,60.8,58.0,59.5,319945.0,0.15206262190346223,0.39898834043767845,0.010000000000000002,0.6999999999999957,0.6999999999999957,-3.200000000000003,-2.700000000000003
2004-02-29,92.958,0.45,59.9,59.9,58.3,65.0,325217.0,0.6014306109160528,1.6343545808521431,0.4,-0.8999999999999986,-0.8999999999999986,0.29999999999999716,5.5
2004-03-31,92.5861,0.54,60.6,60.6,59.6,68.6,321479.0,-0.4008755848768866,-1.1560429103826526,0.09000000000000002,0.7000000000000028,0.7000000000000028,1.3000000000000043,3.5999999999999943
2004-04-30,92.93,0.08,60.6,60.6,58.5,71.0,325440.0,0.37074991758071035,1.2245890133928337,-0.46,0.0,0.0,-1.1000000000000014,2.4000000000000057
2004-05-31,93.6013,0.55,61.4,61.4,58.6,74.2,319732.0,0.7197750706737387,-1.7694967965480222,0.47000000000000003,0.7999999999999972,0.7999999999999972,0.10000000000000142,3.200000000000003
2004-06-30,92.871,-0.28,60.5,60.5,58.5,71.9,323879.0,-0.7832838806188908,1.2886844355137108,-0.8300000000000001,-0.8999999999999986,-0.8999999999999986,-0.10000000000000142,-2.299999999999997
2004-07-31,93.5649,0.47,59.9,59.9,57.3,70.9,324925.0,0.7443879683666588,0.32243972178001085,0.75,-0.6000000000000014,-0.6000000000000014,-1.2000000000000028,-1.0
2004-08-31,93.6277,0.29,58.5,58.5,57.9,67.0,329935.0,0.06709667193686185,1.5301278894825647,-0.18,-1.3999999999999986,-1.3999999999999986,0.6000000000000014,-3.9000000000000057
2004-09-30,93.7467,0.17,57.4,57.4,58.8,72.8,329496.0,0.12701843581539432,-0.13314510990643186,-0.11999999999999997,-1.1000000000000014,-1.1000000000000014,0.8999999999999986,5.799999999999997
2004-10-31,94.5465,0.43,56.3,56.3,58.4,70.6,328947.0,0.849531273723381,-0.166757070003393,0.26,-1.1000000000000014,-1.1000000000000014,-0.3999999999999986,-2.200000000000003
2004-11-30,94.7813,0.04,56.2,56.2,59.6,71.3,333451.0,0.24803554509937667,1.3599284460806276,-0.39,-0.09999999999999432,-0.09999999999999432,1.2000000000000028,0.7000000000000028
2004-12-31,95.5365,0.85,57.2,57.2,58.0,69.1,331010.0,0.7936241000935799,-0.7347341623117902,0.8099999999999999,1.0,1.0,-1.6000000000000014,-2.200000000000003
2005-01-31,95.8801,0.19,56.8,56.8,59.4,69.7,334007.0,0.35900791158702894,0.9013364439847398,-0.6599999999999999,-0.4000000000000057,-0.4000000000000057,1.3999999999999986,0.6000000000000085
2005-02-28,96.5761,0.4,55.5,55.5,58.0,65.6,334036.0,0.7232846062771174,0.008682075859862082,0.21000000000000002,-1.2999999999999972,-1.2999999999999972,-1.3999999999999986,-4.1000000000000085
2005-03-31,96.4456,-0.28,55.2,55.2,55.6,62.4,335496.0,-0.13521797796179472,0.43612622374234317,-0.68,-0.29999999999999716,-0.29999999999999716,-2.3999999999999986,-3.1999999999999957
2005-04-30,96.6532,0.57,52.2,52.2,55.3,57.6,334185.0,0.2150195443822259,-0.39153019863404864,0.85,-3.0,-3.0,-0.30000000000000426,-4.799999999999997
2005-05-31,96.7402,-0.02,50.8,50.8,58.1,58.4,344477.0,0.0899720526852151,3.033259294908593,-0.59,-1.4000000000000057,-1.4000000000000057,2.8000000000000043,0.7999999999999972
2005-06-30,97.1753,0.41,52.4,52.4,59.5,65.8,344906.0,0.4487529157463777,0.12445913385652034,0.43,1.6000000000000014,1.6000000000000014,1.3999999999999986,7.399999999999999
2005-07-31,96.8676,-0.05,52.8,52.8,61.3,66.1,338601.0,-0.31714662882168804,-1.8449493106302697,-0.45999999999999996,0.3999999999999986,0.3999999999999986,1.7999999999999972,0.29999999999999716
2005-08-31,97.1833,0.21,52.4,52.4,55.7,83.5,333165.0,0.32537883465618994,-1.618456027336307,0.26,-0.3999999999999986,-0.3999999999999986,-5.599999999999994,17.400000000000006
2005-09-30,95.3005,-0.62,56.8,56.8,57.4,79.2,334097.0,-1.956382876954614,0.2793507216313734,-0.83,4.399999999999999,4.399999999999999,1.6999999999999957,-4.299999999999997
2005-10-31,96.4572,0.65,57.2,57.2,59.1,72.6,341219.0,1.206432940721048,2.1093129907002472,1.27,0.4000000000000057,0.4000000000000057,1.7000000000000028,-6.6000000000000085
2005-11-30,97.5414,0.75,56.7,56.7,59.0,68.9,341706.0,1.117751662149517,0.14262183476971618,0.09999999999999998,-0.5,-0.5,-0.10000000000000142,-3.6999999999999886
2005-12-31,98.0452,0.33,55.1,55.1,56.3,69.9,348958.0,0.515169356423118,2.1000852891389763,-0.42,-1.6000000000000014,-1.6000000000000014,-2.700000000000003,1.0
2006-01-31,98.1999,0.47,55.0,55.0,57.6,67.8,347153.0,0.15766002009161736,-0.5185966161548569,0.13999999999999996,-0.10000000000000142,-0.10000000000000142,1.3000000000000043,-2.1000000000000085
2006-02-28,98.2413,0.1,55.8,55.8,56.9,60.1,347541.0,0.04215001803382235,0.11170386971667198,-0.37,0.7999999999999972,0.7999999999999972,-0.7000000000000028,-7.699999999999996
2006-03-31,98.4628,0.22,54.3,54.3,58.4,68.5,346956.0,0.22521146597457445,-0.16846729024271798,0.12,-1.5,-1.5,1.5,8.399999999999999
2006-04-30,98.7618,-0.09,55.2,55.2,57.0,70.5,345410.0,0.30320784432704834,-0.44658535209167965,-0.31,0.9000000000000057,0.9000000000000057,-1.3999999999999986,2.0
2006-05-31,98.7869,0.02,53.7,53.7,55.2,69.0,346670.0,0.0254114556411531,0.3641201572437617,0.11,-1.5,-1.5,-1.7999999999999972,-1.5
2006-06-30,99.0997,0.03,52.0,52.0,55.6,70.6,345523.0,0.3161409216424567,-0.3314107625535486,0.009999999999999998,-1.7000000000000028,-1.7000000000000028,0.3999999999999986,1.5999999999999943
2006-07-31,99.0489,-0.28,53.0,53.0,53.9,72.2,345324.0,-0.05127465055314873,-0.05761044211060741,-0.31000000000000005,1.0,1.0,-1.7000000000000028,1.6000000000000085
2006-08-31,99.4836,0.18,53.7,53.7,54.5,60.6,346838.0,0.43791388783339674,0.43747053856838647,0.46,0.7000000000000028,0.7000000000000028,0.6000000000000014,-11.600000000000001
2006-09-30,99.3183,0.0,52.2,52.2,54.9,56.5,349889.0,-0.16629623569391533,0.8758149181146578,-0.18,-1.5,-1.5,0.3999999999999986,-4.100000000000001
2006-10-31,99.2044,-0.27,51.4,51.4,54.5,56.7,351430.0,-0.11474759561266443,0.4394583577598016,-0.27,-0.8000000000000043,-0.8000000000000043,-0.3999999999999986,0.20000000000000284
2006-11-30,99.1627,-0.11,50.3,50.3,53.7,60.5,352825.0,-0.04204326283365999,0.3961638396587357,0.16000000000000003,-1.1000000000000014,-1.1000000000000014,-0.7999999999999972,3.799999999999997
2006-12-31,100.1735,0.77,51.4,51.4,55.4,57.5,353222.0,1.0141747096689284,0.11245711456579376,0.88,1.1000000000000014,1.1000000000000014,1.6999999999999957,-3.0
2007-01-31,99.8346,-0.48,50.4,50.4,54.2,57.0,352649.0,-0.338886599431626,-0.16235264683242745,-1.25,-1.0,-1.0,-1.1999999999999957,-0.5
2007-02-28,100.7753,0.2,54.1,54.1,52.1,64.2,353088.0,0.9378469307673878,0.12440896725613282,0.6799999999999999,3.700000000000003,3.700000000000003,-2.1000000000000014,7.200000000000003
2007-03-31,100.9547,0.24,52.8,52.8,53.4,63.2,350970.0,0.1778615449302796,-0.6016567922345721,0.03999999999999998,-1.3000000000000043,-1.3000000000000043,1.2999999999999972,-1.0
2007-04-30,101.6334,-0.09,52.7,52.7,54.3,62.8,354178.0,0.670031990175266,0.9098861890853245,-0.32999999999999996,-0.09999999999999432,-0.09999999999999432,0.8999999999999986,-0.4000000000000057
2007-05-31,101.7306,0.05,53.1,53.1,54.9,61.6,350405.0,0.0955921474810443,-1.0709983251651027,0.14,0.3999999999999986,0.3999999999999986,0.6000000000000014,-1.1999999999999957
2007-06-30,101.7893,-0.02,54.0,54.0,53.6,59.7,351291.0,0.05768477837079103,0.2525311447834195,-0.07,0.8999999999999986,0.8999999999999986,-1.2999999999999972,-1.8999999999999986
2007-07-31,101.6672,-0.39,51.8,51.8,52.7,60.0,354163.0,-0.12002567099922434,0.8142319321037526,-0.37,-2.200000000000003,-2.200000000000003,-0.8999999999999986,0.29999999999999716
2007-08-31,101.863,-0.07,52.2,52.2,52.6,66.7,353821.0,0.19240393848492088,-0.09661236033631965,0.32,0.4000000000000057,0.4000000000000057,-0.10000000000000142,6.700000000000003
2007-09-30,102.0894,-0.08,53.8,53.8,53.6,66.2,355112.0,0.2220126784417204,0.3642097143393805,-0.009999999999999995,1.5999999999999943,1.5999999999999943,1.0,-0.5
2007-10-31,101.8015,-0.27,52.8,52.8,52.8,75.3,355085.0,-0.28240612145145494,-0.007603524096269586,-0.19,-1.0,-1.0,-0.8000000000000043,9.099999999999994
2007-11-30,102.3446,-0.08,51.5,51.5,52.5,72.0,349142.0,0.532071179671448,-1.6878481193419046,0.19,-1.2999999999999972,-1.2999999999999972,-0.29999999999999716,-3.299999999999997
2007-12-31,102.3803,-0.44,50.1,50.1,44.8,71.6,349566.0,0.03487607063124457,0.12136688059840425,-0.36,-1.3999999999999986,-1.3999999999999986,-7.700000000000003,-0.4000000000000057
2008-01-31,102.2448,-0.23,50.9,50.9,49.9,71.7,346143.0,-0.1324373400967894,-0.984040057468445,0.21,0.7999999999999972,0.7999999999999972,5.100000000000001,0.10000000000000853
2008-02-29,101.8438,-0.79,48.8,48.8,49.4,72.7,346003.0,-0.39296708981344985,-0.0404538932275149,-0.56,-2.1000000000000014,-2.1000000000000014,-0.5,1.0
2008-03-31,101.5336,-0.79,49.7,49.7,51.9,71.9,345433.0,-0.30504888010828163,-0.16487429903036183,0.0,0.9000000000000057,0.9000000000000057,2.5,-0.7999999999999972
2008-04-30,100.8785,-0.66,48.5,48.5,51.5,75.2,346571.0,-0.6472955790125192,0.32890012943918223,0.13,-1.2000000000000028,-1.2000000000000028,-0.3999999999999986,3.299999999999997
2008-05-31,100.2674,-0.83,48.9,48.9,48.1,79.6,342610.0,-0.6076205184033746,-1.1494929822327966,-0.16999999999999993,0.3999999999999986,0.3999999999999986,-3.3999999999999986,4.3999999999999915
2008-06-30,100.0335,-0.71,49.9,49.9,50.1,77.4,338482.0,-0.23354873224962833,-1.212185885915916,0.12,1.0,1.0,2.0,-2.1999999999999886
2008-07-31,99.676,-1.2,50.8,50.8,50.6,72.4,336875.0,-0.3580204065058132,-0.4758973499706356,-0.49,0.8999999999999986,0.8999999999999986,0.5,-5.0
2008-08-31,98.1111,-1.25,50.1,50.1,49.4,71.9,330695.0,-1.5824415805610854,-1.8515441233418903,-0.050000000000000044,-0.6999999999999957,-0.6999999999999957,-1.2000000000000028,-0.5
2008-09-30,93.7895,-2.57,47.2,47.2,44.7,53.9,322296.0,-4.50476005695623,-2.57261224828588,-1.3199999999999998,-2.8999999999999986,-2.8999999999999986,-4.699999999999996,-18.000000000000007
2008-10-31,94.7219,-1.12,38.2,38.2,37.8,37.4,320271.0,0.9892320608247046,-0.6302865549514124,1.4499999999999997,-9.0,-9.0,-6.900000000000006,-16.5
2008-11-30,93.4715,-2.34,39.0,39.0,40.0,36.1,319426.0,-1.3288653060593256,-0.2641877299640856,-1.2199999999999998,0.7999999999999972,0.7999999999999972,2.200000000000003,-1.2999999999999972
2008-12-31,90.8357,-2.67,34.5,34.5,43.0,41.7,323283.0,-2.860419685390871,1.200246551054912,-0.33000000000000007,-4.5,-4.5,3.0,5.600000000000001
2009-01-31,88.57,-3.03,36.4,36.4,41.6,48.6,319301.0,-2.5259180320142356,-1.2393869041621977,-0.3599999999999999,1.8999999999999986,1.8999999999999986,-1.3999999999999986,6.899999999999999
2009-02-28,88.031,-1.23,36.6,36.6,40.1,40.0,314779.0,-0.6104174649481385,-1.4263426270254538,1.7999999999999998,0.20000000000000284,0.20000000000000284,-1.5,-8.600000000000001
2009-03-31,86.6528,-2.34,37.2,37.2,43.7,39.9,315727.0,-1.577969562595754,0.30071108423216897,-1.1099999999999999,0.6000000000000014,0.6000000000000014,3.6000000000000014,-0.10000000000000142
2009-04-30,85.9344,-1.6,39.9,39.9,44.4,47.1,317408.0,-0.8325115063071317,0.5310096424760267,0.7399999999999998,2.6999999999999957,2.6999999999999957,0.6999999999999957,7.200000000000003
2009-05-31,85.0665,-1.19,44.1,44.1,46.4,52.9,317201.0,-1.0150910930024282,-0.06523702227398515,0.41000000000000014,4.200000000000003,4.200000000000003,2.0,5.799999999999997
2009-06-30,84.7459,-0.93,46.3,46.3,47.1,41.5,318686.0,-0.37759360437510653,0.46706496581980933,0.2599999999999999,2.1999999999999957,2.1999999999999957,0.7000000000000028,-11.399999999999999
