Date,US GDP,GDP - Personal Consumption,GDP - Goods Consumption,GDP - Durable Goods Consumption,GDP - Non durable Goods,GDP - Service,GDP - Investment,US GDP_growth,GDP - Personal Consumption_growth,GDP - Goods Consumption_growth,GDP - Durable Goods Consumption_growth,GDP - Non durable Goods_growth,GDP - Service_growth,GDP - Investment_growth
2008-06-30,16943.3,11347.6,3371.9,960.3,2420.4,7991.3,2641.9,0.593733523039654,0.27532668292658397,-0.1511357694079238,-0.7159563656655906,0.1571222154958608,0.4929980568375227,-1.6926974363104506
2008-09-30,16854.3,11260.1,3301.3,927.9,2385.1,7984.1,2589.3,-0.5266658326100333,-0.7740764156643293,-2.1160053416728166,-3.43217672847934,-1.4691763583535191,-0.09013859418227621,-2.0110786358664994
2008-12-31,16485.4,11158.8,3200.6,859.6,2362.3,7997.2,2338.9,-2.21306764083651,-0.9037079376765162,-3.097803806287043,-7.645680359077812,-0.9605331464918093,0.16394164347150786,-10.170683553687338
2009-03-31,16298.3,11130.5,3201.5,861.1,2361.4,7965.7,2073.1,-1.1414332817038153,-0.25393363817680265,0.028115774696695323,0.17434769337640385,-0.03810572267038088,-0.39466564204804594,-12.063566181778164
2009-06-30,16269.1,11075.7,3180.9,854.9,2347.3,7931.7,1952.6,-0.1793204727708377,-0.49355685568182966,-0.6455274358994643,-0.722613866993151,-0.5988932038167835,-0.42774355353629256,-5.988325374749561
2009-09-30,16326.3,11150.2,3236.3,896.4,2354.7,7944.7,1946.9,0.3509701290108444,0.6703915613560318,1.7266526327222944,4.74022388945839,0.3147599366036038,0.1637651218839773,-0.2923453806706386
2009-12-31,16502.8,11137.9,3219.0,875.3,2362.3,7952.2,2128.5,1.0752759021787914,-0.11037281103972027,-0.5359949628277059,-2.382005718837965,0.32223898988357014,0.09435802648899823,8.91791422833424
2010-03-31,16582.7,11202.5,3243.2,886.0,2374.8,7992.0,2174.3,0.48299197730953325,0.5783260823569588,0.7489744398927267,1.2150265866688668,0.5277502696807096,0.4992421402825571,2.1289267372806107
2010-06-30,16743.2,11303.0,3287.4,913.9,2387.9,8046.0,2288.5,0.9632222441205787,0.8931209530433128,1.3536482074689513,3.100420567307502,0.5501095192245019,0.673403218134412,5.11898074526836
2010-09-30,16872.3,11383.6,3312.1,928.2,2396.8,8101.9,2390.1,0.7681018263597053,0.7105545927202859,0.7485450513633648,1.55260705289196,0.3720195734134913,0.6923528545282436,4.3438624960733145
2010-12-31,16960.9,11453.4,3358.2,954.2,2414.6,8121.5,2383.3,0.5237471036312595,0.6112906016977169,1.3822686839310216,2.76260662749311,0.7399127575386575,0.24162641044345917,-0.2849124146277484
2011-03-31,16920.6,11497.1,3374.9,962.6,2422.7,8147.7,2338.9,-0.2378880451281741,0.38082005021991827,0.4960578112665614,0.8764663787002303,0.3348978798324829,0.32208126581636537,-1.880534855130413
2011-06-30,17035.1,11509.0,3362.5,955.8,2417.5,8174.9,2434.5,0.6744106820538239,0.1034508331380634,-0.3680949327939902,-0.7089270724951174,-0.21486723691624263,0.33328054571213284,4.006066326590725
2011-09-30,17031.3,11544.0,3363.7,964.3,2409.3,8210.4,2445.3,-0.02230937237723587,0.30364834852156786,0.035681365785469675,0.8853763372280798,-0.33976994649231484,0.4333159056769321,0.4426418145765856
2011-12-31,17222.6,11563.9,3388.0,987.4,2408.7,8202.5,2633.8,1.1169647187294347,0.1722355118332477,0.7198218203995642,2.367277630842374,-0.024906600377838817,-0.09626574962478776,7.425985550759828
2012-03-31,17367.0,11647.3,3430.9,1011.5,2426.3,8239.8,2692.2,0.834937893865825,0.7186216904735455,1.2582840640183044,2.4114430783037584,0.7280280346186165,0.45370859290344895,2.193103293387278
2012-06-30,17444.5,11667.8,3430.3,1013.4,2423.6,8262.1,2752.6,0.44525589554160877,0.17585174657472735,-0.017489652000508248,0.1876636434009136,-0.11134251341002163,0.27027207260455566,2.218721633543943
2012-09-30,17469.7,11691.4,3445.4,1026.6,2424.8,8269.4,2759.9,0.1443538982762864,0.2020617831920261,0.43922871201456953,1.294135708439344,0.04950086727595577,0.08831625048525271,0.2648527625315026
