variable,coef,std_err,t_stat,p_value
const,-0.3037933964463343,0.14842462386907296,-2.046785691802149,0.04067913113477105
brent_monthly_ret_pos,0.06195004217489036,0.027907067149114687,2.2198693199781707,0.026427639660705358
brent_monthly_large_pos_shock,-0.49808715950907706,0.5476703041902686,-0.9094653401839994,0.36310454517556234
brent_monthly_ret_pos_lag1,0.01384657404747558,0.020090399544066957,0.6892134731867348,0.49068893939568914
Manufacturing ISM_chg_lag1,0.027891999514911774,0.03170509296980101,0.8797324625882286,0.3790042591058881
Manufacturing ISM - Price Paid_chg_lag1,0.02789199951491274,0.03170509296980096,0.8797324625882604,0.3790042591058709
CFNAI Index_chg_lag1,-0.10477846915963701,0.062370487890379696,-1.6799366608097115,0.09296963994346688
US Retail Sales_growth_lag1,0.17657415136719457,0.09394930825069081,1.8794619636371428,0.06018144244993639
