variable,coef,std_err,t_stat,p_value
const,0.5772828275309798,0.12968993777285176,4.451253793814554,8.537037361705992e-06
brent_quarterly_ret_pos,0.007206279203582681,0.01734384053165313,0.4154950104869198,0.6777795669847031
brent_quarterly_large_pos_shock,0.7021734360013665,0.7288946596612514,0.9633400748575885,0.3353768883746757
GDP - Personal Consumption_growth_lag1,-0.06344767910567892,0.15370943989993976,-0.41277672436371804,0.6797702060268295
US GDP_growth_lag1,0.08378831246650859,0.10780460518593561,0.7772238701862039,0.4370267014611138
