dependent_variable,best_model_name,best_r_squared,best_adj_r_squared,aic,bic,n_obs
us10y_vol_t1,us10y_m6_cross_asset,0.04055207944799799,0.03994174362067471,-34852.348429685815,-34802.28019243654,9439
