variable,coef,std_err,t_stat,p_value
const,-0.10521564375049747,0.1094870077914318,-0.9609874803677976,0.3365584628144479
brent_monthly_ret_pos,0.018983735580965676,0.012283545425119538,1.5454606079889948,0.12223489006444974
brent_monthly_large_pos_shock,0.20747529173257945,0.28680622402094913,0.7233988468723916,0.46943487947507456
brent_monthly_ret_pos_lag1,0.014334512390587357,0.008891455764106274,1.6121670928684186,0.10692558399948099
Industrial production_growth_lag1,-0.06681218404048335,0.10621966166177021,-0.6290001586827676,0.5293489523272515
Manufacturing ISM_chg_lag1,0.0660337052641592,0.03226209353484924,2.0467892200743316,0.040678784558550986
US Retail Sales_growth_lag1,0.18489431858705757,0.08472454225808379,2.1822994100557245,0.029087442529323604
CFNAI Index_chg_lag1,0.013096452750048136,0.04974951783422251,0.2632478327466148,0.792359565318671
