window,target,model,variable,coef,std_err,t_stat,p_value,sig
FULL,GDP - Non durable Goods_growth,M4_interaction,GDP - Non durable Goods_growth_lag1,0.2694449934607546,0.06707331858690588,4.017171047107783,5.890097216214711e-05,***
FULL,GDP - Non durable Goods_growth,M5_full,const,0.43295658714237695,0.1025844113258142,4.220491023409795,2.43770764445921e-05,***
FULL,GDP - Non durable Goods_growth,M5_full,oil_pos,0.0066019948854981955,0.009955129201292774,0.6631752086794473,0.5072183472568886,
FULL,GDP - Non durable Goods_growth,M5_full,oil_large_shock,1.1505378203480507,1.107063653979287,1.0392697982744694,0.2986792768256895,
FULL,GDP - Non durable Goods_growth,M5_full,oil_pos_lag1,-0.007279744362206493,0.005073881266801285,-1.4347486626930563,0.15135873178003334,
FULL,GDP - Non durable Goods_growth,M5_full,oil_pos_lag2,-0.0025857274701305733,0.0047549211560309725,-0.5438002829659812,0.586578914090297,
FULL,GDP - Non durable Goods_growth,M5_full,oil_pos_x_large,-0.02312632507230226,0.03043215442884581,-0.759930590072895,0.44729607539329763,
FULL,GDP - Non durable Goods_growth,M5_full,GDP - Non durable Goods_growth_lag1,0.2648394544984352,0.06290221522952559,4.210335892496876,2.5499129125994135e-05,***
FULL,GDP - Service_growth,M1_baseline,const,0.6013304255724857,0.192882714869989,3.1175962344671864,0.0018233240882511196,***
FULL,GDP - Service_growth,M1_baseline,oil_pos,0.016507937024957803,0.01962386601050693,0.8412173735857752,0.4002261692639686,
FULL,GDP - Service_growth,M1_baseline,GDP - Service_growth_lag1,-0.06739787110598389,0.06700084225987281,-1.005925729180704,0.3144512984713924,
FULL,GDP - Service_growth,M2_large_shock,const,0.6260715347616685,0.19320941195929833,3.240378035483889,0.0011937132634802679,***
FULL,GDP - Service_growth,M2_large_shock,oil_pos,0.008061406230525137,0.017000689043232178,0.4741811470126448,0.6353707362860548,
FULL,GDP - Service_growth,M2_large_shock,oil_large_shock,0.573787192114536,0.6779165744458072,0.8463979400173297,0.3973307872914076,
FULL,GDP - Service_growth,M2_large_shock,GDP - Service_growth_lag1,-0.06168182036649169,0.06160983022474369,-1.0011684846636548,0.3167453600778104,
FULL,GDP - Service_growth,M3_oil_lags,const,0.535624304934096,0.23722392101934292,2.2578848820664335,0.02395283738402133,**
FULL,GDP - Service_growth,M3_oil_lags,oil_pos,0.015625032029223055,0.019116426714984664,0.8173615426242378,0.41372184626267894,
FULL,GDP - Service_growth,M3_oil_lags,oil_pos_lag1,-0.002439179592556614,0.00747971567029289,-0.32610592435275026,0.7443442148514556,
FULL,GDP - Service_growth,M3_oil_lags,oil_pos_lag2,0.01362816331941813,0.008293284394591541,1.643276978214533,0.10032563928629196,
FULL,GDP - Service_growth,M3_oil_lags,GDP - Service_growth_lag1,-0.08058166996364073,0.07576934503126151,-1.063512822110231,0.28754945358152495,
FULL,GDP - Service_growth,M4_interaction,const,0.6045089242629059,0.1995491519179154,3.0293735576063527,0.0024506146109679874,***
