window,target,model,variable,coef,std_err,t_stat,p_value,sig
FOCUS,US GDP_growth,M5_full,oil_large_shock,3.2280614763030053,2.436719282764591,1.3247572254776074,0.18525168617093157,
FOCUS,US GDP_growth,M5_full,oil_pos_lag1,-0.002330914204723261,0.007721223799088964,-0.3018840361806749,0.7627404656403999,
FOCUS,US GDP_growth,M5_full,oil_pos_lag2,-0.0018172121000978349,0.009453812262268772,-0.1922200324783826,0.8475698548411427,
FOCUS,US GDP_growth,M5_full,oil_pos_x_large,-0.09380921616408011,0.06899655013564705,-1.3596218358693501,0.17394962455049068,
FOCUS,US GDP_growth,M5_full,US GDP_growth_lag1,0.34603656868876653,0.16432749040127892,2.1057740725168004,0.035223982027395837,**
FOCUS,GDP - Personal Consumption_growth,M1_baseline,const,0.746793658350227,0.11908019732307287,6.271350527948185,3.579298027475845e-10,***
FOCUS,GDP - Personal Consumption_growth,M1_baseline,oil_pos,0.003928059391420293,0.005673198951251312,0.6923887960167339,0.4886931999525561,
FOCUS,GDP - Personal Consumption_growth,M1_baseline,GDP - Personal Consumption_growth_lag1,0.1661590513644458,0.1283002033186613,1.2950801874549949,0.1952925688192474,
FOCUS,GDP - Personal Consumption_growth,M2_large_shock,const,0.792493555733436,0.11790652657212042,6.72137140134213,1.8002207824407916e-11,***
FOCUS,GDP - Personal Consumption_growth,M2_large_shock,oil_pos,-0.005365934582116339,0.007994997761503113,-0.6711614864927126,0.5021176606152049,
FOCUS,GDP - Personal Consumption_growth,M2_large_shock,oil_large_shock,0.5349148008466487,0.2155122860047945,2.482061745819672,0.013062463844744458,**
FOCUS,GDP - Personal Consumption_growth,M2_large_shock,GDP - Personal Consumption_growth_lag1,0.1484766748284264,0.13045506120387243,1.1381442272783129,0.2550602629112795,
FOCUS,GDP - Personal Consumption_growth,M3_oil_lags,const,0.7338967306637642,0.15491801756240556,4.737323277249716,2.165595613943586e-06,***
FOCUS,GDP - Personal Consumption_growth,M3_oil_lags,oil_pos,0.005819007571715811,0.005958699924945236,0.9765565719051192,0.3287887279237741,
FOCUS,GDP - Personal Consumption_growth,M3_oil_lags,oil_pos_lag1,0.0027915964952946893,0.0058817046737319805,0.47462371032706113,0.6350552032626691,
FOCUS,GDP - Personal Consumption_growth,M3_oil_lags,oil_pos_lag2,-0.006083737551929386,0.006826195530622273,-0.8912340006432244,0.37280364739132776,
FOCUS,GDP - Personal Consumption_growth,M3_oil_lags,GDP - Personal Consumption_growth_lag1,0.188747395840461,0.1285566684446055,1.4682038522318381,0.14204885819647187,
FOCUS,GDP - Personal Consumption_growth,M4_interaction,const,0.7940114614525009,0.11792962955340892,6.732925936080402,1.6628471842784478e-11,***
FOCUS,GDP - Personal Consumption_growth,M4_interaction,oil_pos,-0.005855122555407014,0.008136708458946266,-0.7195935045416724,0.4717753124592311,
FOCUS,GDP - Personal Consumption_growth,M4_interaction,oil_large_shock,-0.3668586562682792,0.5787522547503278,-0.6338785780221989,0.5261600668528084,
FOCUS,GDP - Personal Consumption_growth,M4_interaction,oil_pos_x_large,0.028643329712411125,0.017819792827720646,1.6073884802887988,0.10796917552047187,
FOCUS,GDP - Personal Consumption_growth,M4_interaction,GDP - Personal Consumption_growth_lag1,0.14964662550427746,0.1311120551105265,1.141364349587278,0.25371833381801445,
FOCUS,GDP - Personal Consumption_growth,M5_full,const,0.819508462556644,0.15462953143918337,5.299818572359583,1.1591781022315293e-07,***
FOCUS,GDP - Personal Consumption_growth,M5_full,oil_pos,-0.005538480797543793,0.008019758416847699,-0.6906044433843166,0.4898141543568585,
FOCUS,GDP - Personal Consumption_growth,M5_full,oil_large_shock,1.1200474550837873,1.0331131409214855,1.0841479124781634,0.27829922209026814,
FOCUS,GDP - Personal Consumption_growth,M5_full,oil_pos_lag1,0.0019150016870389912,0.005823569601072515,0.32883640416803966,0.7422793453302077,
