variable,coef,std_err,t_stat,p_value
const,0.03270516664966808,0.0009797728702875613,33.38035542877318,2.6433420240005384e-244
brent_pos_ret,-0.0007469085541674152,0.0004931922076908676,-1.5144370541952616,0.1299150272779342
oil_large_pos_shock,0.005846606540110438,0.0028659060312561523,2.04005521337621,0.04134482677987791
us10y_vol_lag1,0.09844015223219801,0.013000071034112624,7.572278026319067,3.667355208240704e-14
us2y_vol,0.06428628308371002,0.013224497662017063,4.861151230594628,1.1670505101678174e-06
spx_vol,0.004364505936539752,0.0009435426046735036,4.6256585711357605,3.7340999115294165e-06
hy_vol,0.024479486358934533,0.006406041214611109,3.821312654545668,0.00013274323484997782
