target_volatility,model,variable,coef,std_err,t_stat,p_value
gold_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,oil_pos_ma3_lag1,-0.002051908393146455,0.028696983521360075,-0.07150258115523377,0.9429977703534124
gold_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,oil_pos_ma5_lag1,-0.02845307672598684,0.035972873077936986,-0.7909592504424615,0.42896777111568496
gold_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,spx_vol_abs,0.01229521524723657,0.02311393671780037,0.5319394699981095,0.5947679192287936
gold_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,us10y_vol_abs,0.7278157225409585,0.4874076225508316,1.4932382853020623,0.13537482372555876
gold_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,hy_vol_abs,0.09685564097894953,0.2723849629847605,0.3555836560051534,0.7221523853242051
gold_vol_abs_t1,vol_abs_har_soft_bigshock_t1,const,0.20581627301569544,0.04187228371158319,4.9153343159728395,8.863108053422874e-07
gold_vol_abs_t1,vol_abs_har_soft_bigshock_t1,gold_vol_abs_lag1,0.0047637374349730295,0.023160006206904504,0.20568808973604052,0.8370345626500946
gold_vol_abs_t1,vol_abs_har_soft_bigshock_t1,gold_vol_abs_week,0.116770787049714,0.06780878544692737,1.7220598522754584,0.08505867685121914
gold_vol_abs_t1,vol_abs_har_soft_bigshock_t1,gold_vol_abs_month,0.589106683437198,0.09245308696229647,6.371952552297611,1.8663663325741866e-10
gold_vol_abs_t1,vol_abs_har_soft_bigshock_t1,oil_pos_lag1,-0.03301196251820128,0.019359786052128947,-1.70518219722635,0.08816044923076892
gold_vol_abs_t1,vol_abs_har_soft_bigshock_t1,oil_large_pos_lag1,0.05874680875928369,0.0818317348354952,0.7178976332028313,0.47282040732924746
gold_vol_abs_t1,vol_abs_har_soft_bigshock_t1,oil_pos_x_large_lag1,0.01439890958917528,0.025680349881382698,0.5606975627545463,0.5750037289774717
gold_vol_abs_t1,vol_sq_ar1_oil_t1,const,0.6502933195503665,0.02376017893136458,27.369041345557715,6.409580569889556e-165
gold_vol_abs_t1,vol_sq_ar1_oil_t1,gold_vol_sq_lag1,0.023317987435261707,0.01160109283130448,2.0099819710381306,0.04443309705091476
gold_vol_abs_t1,vol_sq_ar1_oil_t1,oil_pos_lag1,-0.005644835694059418,0.012978322239089573,-0.43494340717305247,0.6636035061775394
gold_vol_abs_t1,vol_sq_ar1_oil_t1,oil_pos_ma3_lag1,0.005738030878091429,0.02141972698356863,0.2678853415122029,0.788787577236909
gold_vol_sq_t1,vol_sq_ar1_oil_t1,const,0.9020798550963925,0.09036360341186137,9.982778696693531,1.8131662217169816e-23
gold_vol_sq_t1,vol_sq_ar1_oil_t1,gold_vol_sq_lag1,0.05304606335871062,0.03259996787007848,1.6271814613473397,0.10369856385879489
gold_vol_sq_t1,vol_sq_ar1_oil_t1,oil_pos_lag1,-0.05493370513571695,0.041479363105050675,-1.324362309917628,0.18538274565971846
gold_vol_sq_t1,vol_sq_ar1_oil_t1,oil_pos_ma3_lag1,-0.019412887124144882,0.054846801649938444,-0.3539474780689727,0.7233782448372776
